conference,global_session,speaker,global_minute,transcript,is_self_intro,is_explanation,has_new_idea,has_decision,introduced_self_early,explained_early,num_explanations,num_new_ideas,num_decisions,total_speaking_duration
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,5.866666666666666,the same time.,False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,5.916666666666667,"Yeah, yeah, multiplex. So",False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,6.016666666666667,"So um you know for example, my my group, we can um we we have been able to monitor like 11 different small molecules at once. Um so that that's one thing. Um",False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,7.65,"Um, so in terms of like um um considering uh my expertise, so we we work on developing um sensors and diagnostics uh to um so for example, let's say if we know or we have some hypothesis that there there are these biomarkers or metabol.",False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,8.5,"I think they are all important, no?",False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,8.966666666666667,What theme you mean the three questions that they was?,False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Aida Ebrahimi,,"Yeah, I like the longitudinal aspect.",False,False,False,False,True,False,0.0,0.0,0.0,784.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Amina Schartup,0.0,and redox states and methylation and how it then biomagnifies in food webs and then I have a human health aspect of my work where we look at exposure through consumption of fish in various communities.,False,False,False,False,False,False,0.0,0.0,0.0,13.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Andrew Feig,5.95,of the dialog program at large. So um uh they are actually recording the sessions. This is something I'll just say while we're waiting for everyone to be back in the room.,False,False,False,False,False,False,1.0,0.0,0.0,25.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Andrew Feig,6.366666666666666,One of the things we do is is a study of how new collaborations form and what happens at the meetings that help to lead that so that we can adjust the nature of the meeting. So we actually look at who's assigning.,False,True,False,False,False,False,1.0,0.0,0.0,25.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,0.3,"Yeah, they do, right? The norepinephrin, dopamine, serotonin, glutamate, what else? There are studies that they show there is definitely relation.",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,0.7666666666666667,"Yeah, yeah. Glutamate is that, norepinephrin is that, epinephrin, serotonin, dopamine, what else do we have? Some like neurochemicals or you know hormones.",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,1.3333333333333333,"There is definitely communication. There is communication, there is.",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,1.4333333333333331,"There are a lot of you know correlation and studies, not causal, not so much as far as I know. I think there is you don't have causal information like what is exactly going on. That's one of the big big issues, right?",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,2.066666666666667,"So Erin, you disconnect at least on my end, sometimes I cannot hear you well.",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,2.3,"Yeah, we also talked about you you talked about network. Do we have it here somewhere? Where does it fit well?",False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,4.2,So.,False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,4.933333333333334,So uh I think the goal would be all the different groups they report out then it it is uh there will be okay some thinking by the by people then just reaching out to each other. Maybe this group I don't know like just among uh uh group one one.,False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Arida Ebrahimi,5.333333333333333,But I think uh that's not the what what Andrew said.,False,False,False,False,False,False,0.0,0.0,0.0,116.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,0.2833333333333333,"Hi, I'm an assistant professor at the University of Cincinnati and I'm an analytical chemist. So my lab develops um sensors as well as microfluidic devices to measure neurotransmitter signaling in the brain and also in the immune system.",True,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,7.016666666666667,Oh.,False,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,7.016666666666667,"Oh, sorry.",False,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,7.033333333333333,"Hi Meg, how are you? Um, so my lab actually we've developed electrochemical uh tools to measure norepinephrin, dopamine, serotonin, melatonin actually um in intestinal slices as well as um slices of the lymph node in the gut. And so we've been making measurements of neurochemical signaling um in real time in these tissues in the gut. Now we haven't looked at specifically how the gut microbiota influences these signals, but that could be definitely something that we could do. Um,",True,True,True,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,,You think about methods to detect neuropeptides?,False,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,,"Um, well, I have one project in my lab that we're in collaboration with people that do aptamer based sensors, um using an aptamer based sensor to detect neuropeptide Y. Um, so it's basically an electrochemical sensor that has an aptamer on it uh specific for neuropeptide Y.",True,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,,That we aren't able to do. That would I guess be more like like mass spectrometry or something. But that's just our approach.,False,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,,You mean like methods to detect neuropeptides?,False,False,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Ashley Ross,,"Um, well, I have one project in my lab that we're in collaboration with people that do aptamer based sensors, um using an aptamer based sensor to detect neuropeptide Y. Um, and I think I mean we can measure you know, release of neuropeptide Y from say a cell but is that really what you were getting at? I always start with health but I just I find that it's difficult for me to understand the disease if I don't understand how it changed. Um, so we we always approach it by looking at how does how do things work in a healthy state and then translate that. but that's just our approach.",True,True,False,False,True,False,2.0,1.0,0.0,198.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.0,"Um, if you want to, Chris, if you want to add a few comments and if others want to help Chris with the second two bullet points or any other major comments that we want to make. We had quite a few neuroendocrine signaling experts.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.2333333333333333,"Wonderful, thank you. Ashley.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.4166666666666667,"Yeah, Chris, are you okay transcribing our our",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.45,"Yeah, I mean for I can just comment on Alzheimer's disease. We have known pathological features. So now we have in vivo biomarkers that we that we use that are specifically related to those neuropathological features. Um, and but then trying to determine, you know, what are the metabolomic differences. It's really, you know, patient control comparisons and then leveraging useful reference databases, you know, reference libraries to figure out what those metabolites are. Um, but as Aaron mentioned, humans are very heterogeneous and medications and what people are eating have an impact and there's a lot of overlap. So you also have to really well define the disease phenotype um and make sure you're comparing the right kinds of people.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.5,"Go ahead, Chris. I know you're busy taking notes, but you can also comment. And you know what, when we get to 2 o'clock, we'll work together to help you summarize and report out. Like it's not all going to be on you. I think we report out, or sorry, I'm I'm looking at central time, but basically 15 minutes before we have to report out, we'll like talk together and decide what we want to say. So don't feel like it's all on you.",True,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.55,"Well, thank you. Flavio.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.6,If others chip in because I know you're not an expert in everybody's,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.7333333333333333,"Yeah, we did a great job.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.8,"Go ahead, Aida.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,0.9666666666666668,Yan Xiao.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,1.2833333333333334,"Aaron, do you want to comment?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,1.2833333333333334,So we knew the answer to this one was yes.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,1.4,Bidirectional.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,1.5,Thank you. May.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,1.9166666666666667,"So maybe rather, you know, maybe I know everybody's written something down, but perhaps we could do it this way. Um, are there do you want to does anybody want to comment on on Ida's observations or has anyone read similar things um with regard to these mechanisms?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,2.216666666666667,Thank you. Chris.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,2.533333333333333,"So Flavio in an ideal world, you know, if you were going to leverage metabolomic microbiome data to solve psychiatric illnesses, you know, what are your thoughts then about leveraging all of these?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,2.7,Thank you. Shika.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,2.8833333333333333,"May's question as well, which is how we know how do we, how do we identify those that are related to the gut that are being secreted by the microbiota? Do you need to perturb the system to then find those? It's a really great question.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,3.033333333333333,"Chris, you're on mute.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,3.6166666666666663,"Thanks, Shika. And Aaron.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,3.9166666666666665,"Yeah, could could you add that to point one? Um, the idea being start with germ free mice, add microbiota and do metabolomics.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.116666666666666,"Thanks, Aaron. I'm clinical translational too, so you are not alone.",True,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.166666666666667,And then progressively make the system more complex.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.183333333333334,Um and we also have Richard and Angela from our CSA here. So thanks for joining.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.183333333333334,"And the reference databases, which we still have to develop.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.316666666666666,"Um for I think everybody is aware that we are in the metabolites, metal ions and small molecules um discussion group and we have some probing questions and so this actually might be a good time to choose a facilitator because we're going to uh download the slide deck.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.666666666666667,"And um not facilitator. I mean, you can have my job if you want, but",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.683333333333334,"Chris, would it be helpful if we reviewed maybe some of the things we've talked about so far and some of the kind of big emerging themes that we think came out of what we discussed?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.733333333333333,"No taker, I should say. Um, and it's going to be the person who will report out to the larger group as well.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.916666666666667,Is do we have any volunteers? Does anybody want to take notes?,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.95,We have more questions than answers clearly.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,4.983333333333333,"Okay, great. Thanks, Chris.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.016666666666667,Do you have access to the um Google Drive folder?,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.15,"Okay, fantastic. And I think it might be useful actually, should we if one of us should probably share screen too so that we can see it.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.35,"You can start thinking about it. So not necessarily this group will be like a final research group, but you know, think about who you met here today and who you could reach out to, whose research, you know, sounds like it would mesh with some of your ideas.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.666666666666667,"All right, that sounds nice.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.7,"And then you'll be able to reach out to one another to form these teams. So it's a really good point, Shikha, how is this going to work, right?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,5.783333333333333,"All right, thank you.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,6.083333333333333,"So, um, I can let me just tell you what some of the um questions are that we're going to reflect on.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,6.083333333333333,"With regard to methods, are there others in the group here that are using methods to identify novel metabolites?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,6.216666666666667,"And again, this is completely open, so if we decide that we're not super interested in these questions or there's other things that come up, we can take the discussion in a different direction. Um, but one of the first ones is how can we effectively identify novel microbial or metabolomic species that drive gut brain communication. So the first one's about identifying um microbial or metabolomic species. The second question is does the gut microbiota metabolize modify neuroendocrine signals to induce disregulation. Uh, and the third question is can we specifically influence the secretome of different microbiota in a manner that impacts disease onset or progression.",False,False,True,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.016666666666667,"So if everybody actually just wants to take uh a minute or two right now, it's really useful if you write down kind of what topics or thoughts uh come to mind. Um and that will sort of get our discussion rolling. So if you want to do that right now, go ahead, just write down a few thoughts and I will bring up the slide deck.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.65,Sure.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.683333333333334,"Sorry, I was on mute.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.7,I was wondering if there's anyone um who'd be willing to um work with Chris maybe to um just bring up the PowerPoint.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.85,We can start putting our um thoughts into the um PowerPoint.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,7.933333333333334,So kind of like a co-reporter role.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.033333333333333,Okay.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.05,"If that's easiest or I mean people No, that works fine. If you're if you're okay typing it into the into the PowerPoint, then we can we can let you and we'll we'll help you do it. I didn't want to put it all on you because I know you've been working hard over the past hour.",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.166666666666666,"And what I heard was that there was really a a mixture of of in vitro um in vivo models. Um Ashley's looking at intestinal tissue um and then working your way up also, you know, you have controlled germ free animals, then you can also look at humans with and without disease, right?",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.433333333333334,"Yeah, and it might be helpful if we bring up the",False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.45,if we bring up the PowerPoint.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.55,Absolutely. They're and I heard everyone sort of just discuss these things.,False,False,False,False,True,False,0.0,1.0,0.0,438.0
2021_04_22_MND_S1,2021_04_22_MND_S1_MND,Barbara Bendlin,8.733333333333333,Do we want to organize it by themes or do we want to organize it by the the kind of overarching questions that we discussed?,False,False,False,False,True,False,0.0,1.0,0.0,438.0
