conference,session,center_time_sec,teaser_context,human_is_decision,human_decision_type,human_initiator,human_notes,human_confidence_1to5
2021_06_10_SLU_S1,2021_06_10_SLU_S1,642.0024370430544,"[ -19.4s] Rika Anderson: Um, and so one thing I've been thinking of about ever since Vicky and um Tim's talk this morning was, you know, can we try to get a better handle on the nutrient availability through Earth's history, how would that have affected the evolution of life over time?
[ -18.9s] Morgan Raven: Maybe there's a chemical argument there.
[ -17.9s] Stilianos Louca: And then also is the question and maybe that's impossible right now, could we then also have a way to look for the existence of such deposits underground?
[ -17.8s] Niki Parenteau: It looks like we're all here.
[ -16.4s] Niki Parenteau: Um, are there any other kind of origins of life chemists within the group, um, that have thought about kind of this universal composition of life, you know, from the perspective of like a redfield ratio.
[ -15.4s] Niki Parenteau: Well, thanks for joining.
[ -14.1s] Rika Anderson: I like that idea, although isn't it that one person's toxin is another person's food, right?
[ -11.4s] Stilianos Louca: I mean they're going to be underground, so maybe there's no methods available right now.
[ -10.8s] Rika Anderson: So it's it's hard to even say what's toxic for for some organisms.
[  -9.5s] Niki Parenteau: Are they very similar throughout our galaxy or are all these different different planetary bodies receiving that same those same um types or characterization character of building blocks.
[  -9.3s] Niki Parenteau: Um, my name is Nikki Parenteau and I already gave an introduction earlier, but I'll be the facilitator for this group.",,,,,
2021_06_10_SLU_S1,2021_06_10_SLU_S1,749.1280276816609,"[ -17.9s] Morgan Raven: Along those lines, one random thought that's come up a lot for me this morning and thinking about these sort of deep time limiting nutrients is just how universal even their identity would be.
[ -16.2s] Stilianos Louca: Well, I can start, I guess.
[ -15.1s] Jeffrey Marlow: Uh, and then maybe I think we've come back to this a couple times of like structure, compartmentalization, um, if it's necessary, if it's diagnostic um, in terms of complexity.
[ -13.9s] Smadar Naoz: Um and also the environment itself.
[ -13.1s] Stilianos Louca: Um, I'm Stilianos Louca, uh short you can just call me Stilian.
[ -12.8s] Niki Parenteau: question?
[ -11.9s] Jay Forsythe(he/him): And so they the like the history of those in terms of their kind of weathering and and things like like melting cycles, things like that is really plays a huge role in the content, the organic content that we detect.
[ -11.7s] Niki Parenteau: So how are we doing?
[ -11.3s] Niki Parenteau: Oh sorry, go ahead, go ahead.
[ -10.7s] Niki Parenteau: Do we need another minute or so?
[  -9.8s] Stilianos Louca: I'm at the University of Oregon.",,,,,
2021_06_10_SLU_S1,2021_06_10_SLU_S1,632.7353846153846,"[ -17.2s] Rika Anderson: eukaryotes and so on.
[ -15.2s] Stilianos Louca: whether if there was life on a planet, how likely would it have been to create such deposits?
[ -14.6s] Morgan Raven: that might not be a cell or a nucleus, but some sort of compartment.
[ -12.2s] Solange Duhamel: Hello.
[ -12.0s] Erik Sperling: to to forest fires, the fire triangle and oxygen um fuel and temperature being the important things uh in controlling large uh kind of habitability.
[ -11.7s] Niki Parenteau: are you familiar with like different um astrochemistry studies, you know, like how to kind of poke at that like how universal are these compounds that are that are synthesized on different parent bodies?
[ -11.2s] Niki Parenteau: Hi, welcome.
[ -10.1s] Rika Anderson: Um, and so one thing I've been thinking of about ever since Vicky and um Tim's talk this morning was, you know, can we try to get a better handle on the nutrient availability through Earth's history, how would that have affected the evolution of life over time?
[  -9.6s] Morgan Raven: Maybe there's a chemical argument there.
[  -8.6s] Stilianos Louca: And then also is the question and maybe that's impossible right now, could we then also have a way to look for the existence of such deposits underground?
[  -8.5s] Niki Parenteau: It looks like we're all here.",,,,,
2021_06_10_SLU_S1,2021_06_10_SLU_S1,642.7723076923077,"[ -19.6s] Morgan Raven: Maybe there's a chemical argument there.
[ -18.6s] Stilianos Louca: And then also is the question and maybe that's impossible right now, could we then also have a way to look for the existence of such deposits underground?
[ -18.5s] Niki Parenteau: It looks like we're all here.
[ -17.1s] Niki Parenteau: Um, are there any other kind of origins of life chemists within the group, um, that have thought about kind of this universal composition of life, you know, from the perspective of like a redfield ratio.
[ -16.2s] Niki Parenteau: Well, thanks for joining.
[ -14.9s] Rika Anderson: I like that idea, although isn't it that one person's toxin is another person's food, right?
[ -12.1s] Stilianos Louca: I mean they're going to be underground, so maybe there's no methods available right now.
[ -11.6s] Rika Anderson: So it's it's hard to even say what's toxic for for some organisms.
[ -10.3s] Niki Parenteau: Are they very similar throughout our galaxy or are all these different different planetary bodies receiving that same those same um types or characterization character of building blocks.
[ -10.0s] Niki Parenteau: Um, my name is Nikki Parenteau and I already gave an introduction earlier, but I'll be the facilitator for this group.
[  -9.5s] Rika Anderson: I like what you're thinking though.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,933.6907894736842,"[ -15.9s] Wilfred van der Donk: And then they bend them and they put them together in in in the way they have.
[ -15.9s] William Witola: Uh because immune would be like you know, it can be vaccinated people or but here we're looking at, you know
[ -14.9s] Wilfred van der Donk: So so coming back to my question, is there a depository?
[ -13.3s] Joyce Jose: Um I think intervention strategies uh if you want to identify them then you need to understand the pathogen and their differences and how they they change or their mutations, how they adapt to new host or um what are the molecular mechanisms?
[ -10.6s] Wilfred van der Donk: That doesn't mean that we need to be uh limited to that, although we do.
[  -8.7s] William Witola: Like all pathogens that go into the cell and form a vacu around them are attacked pretty much in the same way by the host.
[  -8.7s] Wilfred van der Donk: Is there so so you you clearly present data that is out there for parasites focusing in this case on the host to to predict susceptibility.
[  -6.7s] Joyce Jose: and then we can see them how they go together because we have fluorescently tagged the envelope protein or replication protein and we know organel markers to and see where they go, when they stop going, when you inhibit these and we have used inhibitors to see these um in I mean, I didn't think anybody was going to talk about cell biology, but that's what we do in a regular basis and I actually can when you use inhibitors, you can see them
[  -3.9s] Wilfred van der Donk: Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.
[  -3.7s] Kristin Koutmou: Sure, so innate immune response.
[  -2.0s] Wilfred van der Donk: But are there are there databases there either for the parasites or for",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,"[ -19.0s] Wilfred van der Donk: Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.
[ -18.8s] Kristin Koutmou: Sure, so innate immune response.
[ -17.1s] Wilfred van der Donk: But are there are there databases there either for the parasites or for
[ -16.8s] Kristin Koutmou: Seems reasonable.
[ -15.1s] Joyce Jose: So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.
[ -14.3s] Wilfred van der Donk: Yeah, go ahead, Kristen.
[ -13.5s] William Witola: So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.
[ -13.3s] William Witola: Yeah.
[  -8.7s] William Witola: So the the kind of data we used was not that we got samples and sequenced these individuals.
[  -6.3s] Danae Schulz: Sorry, I was muted.
[  -5.3s] Danae Schulz: Yes, that's fine.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,946.3322368421052,"[ -19.3s] Joyce Jose: and then we can see them how they go together because we have fluorescently tagged the envelope protein or replication protein and we know organel markers to and see where they go, when they stop going, when you inhibit these and we have used inhibitors to see these um in I mean, I didn't think anybody was going to talk about cell biology, but that's what we do in a regular basis and I actually can when you use inhibitors, you can see them
[ -16.5s] Wilfred van der Donk: Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.
[ -16.3s] Kristin Koutmou: Sure, so innate immune response.
[ -14.6s] Wilfred van der Donk: But are there are there databases there either for the parasites or for
[ -14.3s] Kristin Koutmou: Seems reasonable.
[ -12.6s] Joyce Jose: So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.
[ -11.8s] Wilfred van der Donk: Yeah, go ahead, Kristen.
[ -11.1s] William Witola: So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.
[ -10.8s] William Witola: Yeah.
[  -6.3s] William Witola: So the the kind of data we used was not that we got samples and sequenced these individuals.
[  -3.8s] Danae Schulz: Sorry, I was muted.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,1059.3636363636365,"[ -16.7s] Dana Mitzel: You know, there's very few changes between something like Reston and a little and a more virulent one and they've tried to make all these changes and they haven't been able to associate it with uh the differences in pathogenesis that they see.
[ -16.0s] Wilfred van der Donk: Uh you guys were the best and we don't need anybody other people to uh to to uh to fight about that.
[ -14.6s] William Witola: So I I would like to see if we can develop uh memetics of those molecules and then introduce them in the host and see if they can actually activate the same mechanisms that make the resistant host resist infection.
[ -12.4s] Kristin Koutmou: Yeah, so in bacteria can as well.
[ -11.6s] Wilfred van der Donk: So I'll see you in the main room.
[ -11.4s] Wilfred van der Donk: We already talked about that with respect to anything uh with respect to uh epigenetics of the host uh we often don't have the data uh and and and when we do have the data uh you usually generate it yourself.
[ -10.4s] Wilfred van der Donk: Uh
[ -10.0s] Danae Schulz: Great, sorry.
[  -9.9s] William Witola: Goodbye.
[  -9.0s] Danae Schulz: Maybe I'm misunderstanding.
[  -8.9s] Joyce Jose: Thank you so much.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,903.5200421940928,"[ -19.5s] William Witola: Are are these uh some specific type of GTPases because they are
[ -19.5s] Wilfred van der Donk: Uh we as I said, we can talk about anything.
[ -19.0s] Brenda Rubenstein: Um so in terms of detection, uh one would often want to to know very quickly um if a pathogen is is in a specific organism um for surveillance.
[ -16.8s] William Witola: Yeah, yeah, like uh I think uh I I work on toxoplasma trying to look at how their host is is uh susceptible or resistant.
[ -14.1s] Joyce Jose: So in my lab, we actually use that we can actually see it in cells.
[ -13.3s] William Witola: What we don't know is what is on the promoter and what's activating the expression of the genes in the resistant rat.
[ -10.1s] Wilfred van der Donk: I mean, uh the whole idea behind these meetings is to get you guys to a stage where you can uh hook up with others and start writing proposals and so how we get there is not that important.
[  -9.4s] Brenda Rubenstein: Um and so general means of of detection so that one doesn't have to look at every, you know, make sensors for every single different kind of of virus.
[  -8.7s] William Witola: Uh one thing I can tell you toxoplasma is an intracellular pathogen.
[  -7.9s] Joyce Jose: So we do live cell imaging using fluorescent viruses.
[  -3.5s] Wilfred van der Donk: Can you make the font a little smaller?",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,1081.8235294117649,"[ -16.8s] Kristin Koutmou: Yes, and it's a hot mess right now, so we're going to go through and pull.
[ -16.2s] Joyce Jose: And then uh study those inhibitors in BSL2 or BSL3 pathogens in um using SARS or any other viruses and uh we have been successful in actually testing identifying compounds that are uh able to inhibit viruses.
[ -14.3s] Kristin Koutmou: So we're Excellent.
[ -12.7s] Dana Mitzel: Um, but you know with West Nile as it passed through the United States and have changed and even now with SARS CO2, um, you know, they they see the changes in the mutants, they're doing the sequencing and they're they're trying to correlate it to other stuff, but um, so for me it it can be very dependent, but it's a very difficult aspect to determine.
[ -11.8s] Kristin Koutmou: So any enzyme the machinery, right, the mechanism tends to be conserved, but how they target their individual their you know, the the targeting domains tend not to be so well conserved um between different species.
[  -7.3s] Danae Schulz: I think if we could get single cell epigenetic assays working better um then it could help us take these samples where we don't have a lot of material um from the host, but maybe you have some saliva and maybe you can do some single cell, you know, from a very small sample to some single cell epigenetic sequencing.
[  -0.2s] Kristin Koutmou: So like eukaryotic pseudouridine synthesis species for example have really different um
[  +0.0s] Kristin Koutmou: All right, so I I think the first thing we need or the thing that I would be be most useful for me to get your help with is to figure out which one of these we actually want to share out because we had a lot of ideas, but I think we should maybe prioritize when we share out.
[  +2.4s] Kristin Koutmou: Joyce, I think that's really cool.
[  +6.9s] Dana Mitzel: Um, sometimes like I said with Ebola, I know they've been trying to do it for years and it just they just haven't been able to figure out the actual genetics because that I mean that was one goal that some people were having was to try and predict future outbreaks especially after the big 2013 one.
[  +8.4s] Wilfred van der Donk: How much uh conservation is there between humans and say what we heard about yesterday livestock, uh other reservoirs of those post transcriptional modification enzymes.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,1016.0,"[ -17.7s] Wilfred van der Donk: Yeah, and remember in in in uh um Andrew said it at the very beginning, uh the most successful proposals are those where people that don't speak each other's language now are forced to speak each other's language.
[ -17.5s] Wilfred van der Donk: And then and then you went on but it would be really nice if there were databases where once people had done some mining the results thereof would be deposited in some database where you could easily for all kinds of different targets
[ -13.0s] Kristin Koutmou: I think it's also a very nice link to that because these modifications are almost exclusively, not entirely exclusively, but almost exclusively being put in by host protein machinery and I just I don't know.
[ -10.1s] Wilfred van der Donk: We have about 20 minutes before time is up.
[  -9.5s] Wilfred van der Donk: find what makes things spill over or not.
[  -9.3s] Dana Mitzel: So it's more RNA virus based versus DNA virus based, something like that.
[  -9.0s] Joyce Jose: So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.
[  -7.0s] Wilfred van der Donk: Anyway, I I will let others talk about the viruses.
[  -5.2s] Wilfred van der Donk: Uh maybe this is a good time to think what technologies are we missing?
[  -4.6s] Dana Mitzel: So like a more broad based novel intervention that yeah up in the sky type of thing.
[  -3.4s] Wilfred van der Donk: It's fine that you have heard a lot of people speak language that I have I understand.",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,917.7752808988764,"[ -17.7s] Wilfred van der Donk: Can you make the font a little smaller?
[ -14.3s] Brenda Rubenstein: So you know, what are molecular markers that we should be looking for that could be easily sampled um and and used in surveillance tasks.
[ -13.4s] Wilfred van der Donk: I can see uh if we can then see everything.
[ -12.2s] William Witola: So quite clearly, there is something at play in the way the host responds to infection vis-a-vis genetics or epigenetics, which will determine whether the host to be susceptible or not susceptible or whether you see pathology or you don't see pathology.
[ -11.6s] Joyce Jose: We use Zika and also Chikungunya or and we we can actually use these fluorescently tagged um CDC 42 or other GTPases, different organel specific GTPases
[ -11.0s] Wilfred van der Donk: Yes.
[  -9.8s] Wilfred van der Donk: The way the uh the resource corporation came up with these as I think you know is by us all of us facilitators and fellows and uh funders uh just putting interesting questions into their their uh questionnaires.
[  -9.0s] William Witola: So the mechanism that the host uses to counteract it is kind of uh similar to all intracellular pathogens, not just parasites, but uh is also quite related to the mechanisms that the host will use against tuberculosis for example, which is intracellular.
[  -8.0s] William Witola: So I'm looking at uh immune responses of initial human hosts.
[  -7.8s] Wilfred van der Donk: Uh Joyce, you're next on my my going around.
[  -4.7s] William Witola: Uh can we like just specify it as innate responses?",,,,,
2021_10_01_MZT_S11,2021_10_01_MZT_S11,945.25,"[ -18.2s] Joyce Jose: and then we can see them how they go together because we have fluorescently tagged the envelope protein or replication protein and we know organel markers to and see where they go, when they stop going, when you inhibit these and we have used inhibitors to see these um in I mean, I didn't think anybody was going to talk about cell biology, but that's what we do in a regular basis and I actually can when you use inhibitors, you can see them
[ -15.4s] Wilfred van der Donk: Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.
[ -15.2s] Kristin Koutmou: Sure, so innate immune response.
[ -13.5s] Wilfred van der Donk: But are there are there databases there either for the parasites or for
[ -13.2s] Kristin Koutmou: Seems reasonable.
[ -11.6s] Joyce Jose: So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.
[ -10.8s] Wilfred van der Donk: Yeah, go ahead, Kristen.
[ -10.0s] William Witola: So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.
[  -9.8s] William Witola: Yeah.
[  -5.2s] William Witola: So the the kind of data we used was not that we got samples and sequenced these individuals.
[  -2.7s] Danae Schulz: Sorry, I was muted.",,,,,
