burst_id,conference,session,center_time_sec,burst_score,num_participants,nearest_speaker,nearest_sentence,nearest_time_sec,sent_time_sec,rel_sec,speaker,sentence,annotations,dialogue_act
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1044.732323232323,-5.767676767676903,William Witola,So I I would like to see if we can develop uh memetics of those molecules and then introduce them in the host and see if they can actually activate the same mechanisms that make the resistant host resist infection.,"{'present new idea': {'Explanation': 'William introduces the idea of developing mimetics of molecules that confer resistance to pathogens and introducing them into hosts to activate the same protective mechanisms, which is a novel concept in the discussion.'}}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1047.0,-3.5,Kristin Koutmou,"Yeah, so in bacteria can as well.","{'expand on existing idea': ""Kristin is expanding on Danae's question about whether RNA modification can change the code, confirming that it can happen in bacteria as well, building on the previous discussion about RNA modifications and their impact on viruses.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1047.7757352941176,-2.724264705882433,Wilfred van der Donk,So I'll see you in the main room.,"[{'express enthusiasm': 'The speaker expresses enthusiasm by saying ""This was uh great guys"".'}, {'express humor': 'The speaker expresses humor by jokingly declaring their group the best and dismissing any potential arguments about it.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1047.9490968801313,-2.5509031198687353,Wilfred van der Donk,We already talked about that with respect to anything uh with respect to uh epigenetics of the host uh we often don't have the data uh and and and when we do have the data uh you usually generate it yourself.,"[{'encourage participation': 'Wilfred encourages the group to think about what technologies are missing, inviting them to contribute to the discussion.'}, {'present new idea': 'Wilfred introduces the idea of thinking about what technologies are missing and could be enabling for the problems discussed.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1048.9338235294117,-1.5661764705882888,Wilfred van der Donk,Uh,"[{'express enthusiasm': 'The speaker expresses enthusiasm by saying ""This was uh great guys"".'}, {'express humor': 'The speaker expresses humor by jokingly declaring their group the best and dismissing any potential arguments about it.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1049.325,-1.1749999999999545,Danae Schulz,"Great, sorry.","{'acknowledge contribution': ""Danae acknowledges Kristin's contribution after Kristin answered her clarifying question about RNA modifications."", 'express humor': ""Danae says 'sorry' after asking a clarifying question and potentially misunderstanding, which can be interpreted as a slightly humorous acknowledgement of her own confusion.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1049.5,-1.0,William Witola,Goodbye.,[{'None': 'No code applies to this utterance.'}],
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1050.325,-0.17499999999995453,Danae Schulz,Maybe I'm misunderstanding.,"{'acknowledge contribution': ""Danae acknowledges Kristin's contribution after Kristin answered her clarifying question about RNA modifications."", 'express humor': ""Danae says 'sorry' after asking a clarifying question and potentially misunderstanding, which can be interpreted as a slightly humorous acknowledgement of her own confusion.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1050.5,0.0,Joyce Jose,Thank you so much.,"[{'express enthusiasm': 'Joyce expresses enthusiasm with the phrase ""Thank you so much"" at the end of the session.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1051.5,1.0,Danae Schulz,Thank you.,"[{'express agreement': ""Danae is expressing agreement or gratitude, likely in response to the session ending or someone's contribution.""}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1051.5,1.0,Danae Schulz,It seems like you're saying that the host machinery is is the one making the change it like,"{'ask clarifying question': ""Danae is asking Kristin to confirm her understanding that the host machinery is responsible for making the changes, following Kristin's explanation of RNA modifications and their role in host-virus interactions.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1052.5,2.0,Danae Schulz,They're using host machinery.,"{'expand on existing idea': ""This utterance expands on Kristin's idea about modifications in RNA viruses being put in by host protein machinery, building on the previous discussion about the role of host machinery in making changes.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1054.0,3.5,Danae Schulz,"And so then if we targeted that, couldn't that mess up the host?","{'ask clarifying question': ""Danae is asking Kristin to clarify the implications of targeting the host machinery that modifies RNA viruses, specifically if it could harm the host, following Kristin's explanation of how host machinery introduces these modifications.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1054.220848056537,3.720848056537079,Dana Mitzel,So I do agree with William that with that it's probably a lot of the host and the epigenetics and just the genetics can play an important role.,"[{'provide supporting evidence': 'Danae supports her claim about the difficulty of identifying genetic determinants for spillover by mentioning the example of Ebola, where few genetic changes correlate with virulence, and also mentions West Nile and SARS CO2 where changes are being tracked but correlation is difficult.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1055.3636363636365,4.863636363636488,Wilfred van der Donk,Interesting.,{'assign task': 'Wilfred is assigning the task of sharing the screen and notes to Kristen.'},
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1055.5,5.0,Kristin Koutmou,"Not maybe, maybe not.","{'reject idea': ""Kristin is responding to Danae's suggestion of targeting the host machinery, and she is rejecting the idea that it might not mess up the host.""}",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1058.088,7.587999999999965,Kristin Koutmou,Because there's also a lot of cross talk between them.,"[{'explain or define term or concept': ""Kristin explains that while the enzyme machinery is conserved, the targeting domains are not, clarifying a concept related to host-virus interactions in response to Danae's question about targeting host machinery.""}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1059.3636363636365,8.863636363636488,Wilfred van der Donk,"Um so Kristen, can you share the screen then and uh and share with all of us the notes you have taken and then everybody",{'assign task': 'Wilfred is assigning the task of sharing the screen and notes to Kristen.'},
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1060.9493333333332,10.449333333333243,Kristin Koutmou,It's it's messed up.,"[{'explain or define term or concept': ""Kristin explains that while the enzyme machinery is conserved, the targeting domains are not, clarifying a concept related to host-virus interactions in response to Danae's question about targeting host machinery.""}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1064.989247311828,14.489247311827967,Kristin Koutmou,"Yes, and it's a hot mess right now, so we're going to go through and pull.","[{'express agreement': ""Kristin expresses agreement with Wilfred's request to share the screen, finalizing the transition to the next phase of the meeting.""}, {'express humor': ""Kristin expresses humor by calling the notes a 'hot mess', likely to lighten the mood before sharing potentially disorganized notes.""}, {'express enthusiasm': ""Kristin expresses enthusiasm with the word 'Excellent', indicating a positive attitude towards sharing the notes and moving forward.""}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1065.6666666666667,15.166666666666742,Joyce Jose,And then uh study those inhibitors in BSL2 or BSL3 pathogens in um using SARS or any other viruses and uh we have been successful in actually testing identifying compounds that are uh able to inhibit viruses.,"[{'present new idea': 'Joyce introduces the use of live cell imaging in her lab to study antivirals and virus replication, which is a novel approach not previously discussed in the conversation.'}, {'expand on existing idea': ""Joyce expands on the idea of biochemical tools to understand how infections cross species boundaries by providing a specific example of using live cell imaging to study antivirals and virus replication, building upon Wilfred's prompt about biochemical tools.""}, {'provide supporting evidence': 'Joyce provides supporting evidence for the effectiveness of their approach by mentioning their success in identifying compounds that inhibit viruses, strengthening the idea of using live cell imaging.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1067.489247311828,16.989247311827967,Kristin Koutmou,So we're Excellent.,"[{'express agreement': ""Kristin expresses agreement with Wilfred's request to share the screen, finalizing the transition to the next phase of the meeting.""}, {'express humor': ""Kristin expresses humor by calling the notes a 'hot mess', likely to lighten the mood before sharing potentially disorganized notes.""}, {'express enthusiasm': ""Kristin expresses enthusiasm with the word 'Excellent', indicating a positive attitude towards sharing the notes and moving forward.""}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1069.118374558304,18.618374558303913,Dana Mitzel,"Um, but you know with West Nile as it passed through the United States and have changed and even now with SARS CO2, um, you know, they they see the changes in the mutants, they're doing the sequencing and they're they're trying to correlate it to other stuff, but um, so for me it it can be very dependent, but it's a very difficult aspect to determine.","[{'provide supporting evidence': 'Danae supports her claim about the difficulty of identifying genetic determinants for spillover by mentioning the example of Ebola, where few genetic changes correlate with virulence, and also mentions West Nile and SARS CO2 where changes are being tracked but correlation is difficult.'}]",
15,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1050.5,0.1428571428571428,2,Joyce Jose,Thank you so much.,1050.5,1069.9973333333332,19.497333333333245,Kristin Koutmou,"So any enzyme the machinery, right, the mechanism tends to be conserved, but how they target their individual their you know, the the targeting domains tend not to be so well conserved um between different species.","[{'explain or define term or concept': ""Kristin explains that while the enzyme machinery is conserved, the targeting domains are not, clarifying a concept related to host-virus interactions in response to Danae's question about targeting host machinery.""}]",
