session_id,example_type,sent_id,nli_novelty,text,entailed_prior_sent_id,entailed_prior_text,context_before,context_after
2021_10_01_MZT_S2,reinforcement,78,0.0060958266258239,"We need to try to predict and um, have effective surveillance, but as we saw with SARS COV2, you know, even our surveillance of human diseases is not very good and takes a long time to catch things.",76.0,"We need to try to predict and um, have effective surveillance, but as we saw with SARS COV2, you know, even our surveillance of human diseases is not very good and takes a long time to catch things.","[[76, ""We need to try to predict and um, have effective surveillance, but as we saw with SARS COV2, you know, even our surveillance of human diseases is not very good and takes a long time to catch things.""], [77, ""Yeah, I was just going to say that I really think we need both, right?""]]","[[79, ""So we really need effective surveillance and increased knowledge about predicting um, and I think to do both of those, you know, it's a big effort.""], [80, ""Um, kind of seems insurmountable, but I think that's what what it we need to to work on.""]]"
2021_10_01_MZT_S2,reinforcement,257,0.0076352357864379,"Go ahead, Daniel, you had yeah.",255.0,"Go ahead, Daniel, you had yeah.","[[255, ""Go ahead, Daniel, you had yeah.""], [256, ""And Daniel had had his hand up, but that's okay and that'll come to you.""]]","[[258, ""Anybody have thoughts on um how would you?""], [259, ""How how do you predict those drivers?""]]"
2021_04_23_MND_S12,new_idea,0,1.0,3.3 is slide 55.,,,[],"[[1, ""Just go copy copy it and make it uh and and uh we'll get them fixed.""], [2, ""We'll get them straightened out.""]]"
2021_04_23_MND_S12,new_idea,9,0.9991482726763934,And then I'm also interested in things like iodine transformation in soil systems.,5.0,I'm an associate professor of biology at Howard University in Washington DC.,"[[7, ""Most of my work is in environmental systems.""], [8, ""So I'm interested in um micro interactions in uh insects.""]]","[[10, ""And the thing that brings me to this group is our work looking at the role of Rexin in uh gut micro uh interactions and at that level.""], [11, ""So my question is going to be um has anyone looked at sort of like an engineered community where we we know that there are these different microbes that are producing these things that, you know, the the nervous system can respond to and then look at where these organisms then colonize.""]]"
2021_04_23_MND_S12,new_idea,481,0.9991207620478236,Would you not also want to at the same time sample the lumen of the intestine to see what's being produced compared to what's in the circulation and then what's happening in the brain.,477.0,"Yeah, I like that idea a lot. the thing that always troubles me about metabolites and things in the systemic circulation.","[[479, ""Has anybody looked regionally and then looked at concentrations to see if it would even have an effect?""], [480, ""that it's getting into the circulation.""]]","[[482, ""Hi everyone.""], [483, ""I'm Sandra Laney.""]]"
2021_04_23_MND_S12,reinforcement,432,0.0057008266448974,You have a lot of really great points.,431.0,You have a lot of really great points.,"[[430, ""Yeah.""], [431, ""You have a lot of really great points.""]]","[[433, ""actually, so succinate and tough cells is an example of this.""], [434, ""We know that tons of bacteria make succinate.""]]"
2021_04_23_MND_S12,reinforcement,115,0.0057546496391296,You kind of get the idea.,114.0,You kind of get the idea.,"[[113, ""We serendipitously started to notice that different gut microbial populations.""], [114, ""You kind of get the idea.""]]","[[116, ""and just to piggy back off of that, uh, Emily Balskus who's also here as a facilitator.""], [117, ""She showed, I think it was a couple years ago in Nature Micro, I think, where it was actually if they were a group of microbes that were deficient in an enzyme called like TMA lyase, there were other gut microbes that could basically engage in alternative metabolic processing of those natural byproducts to generate TMA endogenously even the absence of the the native enzyme that catalyzes that transformation.""]]"
2021_04_23_MND_S12,reinforcement,452,0.0084348917007446,"that's but even that is a little tough for me because at least from what I've read the estimates for, you know, the extra energy we get from harvesting um, you know, undigestible fibers for example is about 10%.",451.0,"that's but even that is a little tough for me because at least from what I've read the estimates for, you know, the extra energy we get from harvesting um, you know, undigestible fibers for example is about 10%.","[[450, ""happier is""], [451, ""that's but even that is a little tough for me because at least from what I've read the estimates for, you know, the extra energy we get from harvesting um, you know, undigestible fibers for example is about 10%.""]]","[[453, ""And let's be honest, the amount of energy we spend making constant immune responses, you know, secreting grams qualities of antibodies into our gut lumen and crapping it out every day is way more than 10% of our our, you know, what we get back from having the microbes there.""], [454, ""For a long time it was even thought that the brain was, you know, separate from the peripheral immune system, but we know that that's not true anymore.""]]"
2021_05_21_ABI_S10,new_idea,0,1.0,"But in in discovery where you you're pushing the knowledge, there there is no there is no not everybody will do the same experiment and produce the same data to make it to make it available, right?",,,[],"[[1, ""Because if once the experiment is done and it's accepted, you you move on to the next thing and then you you you evolve the the technology further and that will create a very heterogeneous type.""], [2, ""Dylan Burnett was there.""]]"
2021_05_21_ABI_S10,new_idea,437,0.9989487638231368,And I find that that that limits a lot of progress because it doesn't allow us to really standardize things across different institutions or instruments or setups and so I've seen some databases go up that try to provide that information.,436.0,Like somebody has a little special trick there or a little trick there that they process it with and it's not always available.,"[[435, ""And I think that that's kind of sad, but like that's that's the truth, right?""], [436, ""Like somebody has a little special trick there or a little trick there that they process it with and it's not always available.""]]","[[438, ""I've participated in some of them as well to just give away everything, all the metadata, all the code, everything you have to try to make it transferable, but I I don't know to me that's the bottleneck to doing really quantitative imaging.""], [439, ""Context?""]]"
2021_05_21_ABI_S10,new_idea,30,0.998876519384794,"Um, and they demonstrate that on imaging and sequencing data.",25.0,"And I'd say like, you know, from the methods perspective, this isn't um, you know, this isn't crazy or even like that far out of the norm given like what machine learning methods can uh what machine learning methods can do now.","[[28, ""No, that's appropriate.""], [29, ""Yeah, so the paper describes a framework for integrating arbitrary number or arbitrary number of different modalities.""]]","[[31, ""Um, it works like fairly well.""], [32, ""Oh sorry.""]]"
2021_05_21_ABI_S10,reinforcement,68,0.0163266658782959,"Yeah, if I could if I could add.",64.0,"Yeah, if I could add a thought that was um sparked by what Vivian had to say, which is uh people don't really understand like the full value of reference data sets.","[[66, ""Um, you know, we just experienced this uh in the last like couple in the last like year or so.""], [67, ""Um we've put together a reference data set for doing whole cell and nuclear segmentation human tissues.""]]","[[69, ""Yeah, that's true.""], [70, ""I know like Google put together like a um an image searching algorithm for like cancer cases, right?""]]"
2021_05_21_ABI_S10,reinforcement,19,0.0198175907135009,It's just um a lot of challenges to implementing it.,17.0,So so I can see a lot of potential but also a lot of problems of of implementing um a standardized uh data repository.,"[[17, ""So so I can see a lot of potential but also a lot of problems of of implementing um a standardized uh data repository.""], [18, ""But it's definitely something I feel could could have a lot of value.""]]","[[20, ""There's one name in there who is not actually in our group, Dylan Burnett from UWM.""], [21, ""There's some name in the in the list on the slide that wasn't actually in our group.""]]"
2021_05_21_ABI_S10,reinforcement,62,0.0326612591743469,"Yeah, from the algorithm side.",58.0,"Um has to um yeah, so I guess my my my I guess my larger point is that from like the algorithmic perspective, I'm not saying like there aren't improvements to be made, um, but these are at least to my in my view like very addressable problems.","[[60, ""And I know of at least one uh researcher Carolyn Uhler um uh who comes to mind who's like actively working on methods for, you know, building like these sort of shared embeddings.""], [61, ""Um yeah.""]]","[[63, ""It's more like what like uh what basically what Matt was like alluding to is like wrangling the data to a format where you actually can start to use these approaches.""], [64, ""Yeah, if I could add a thought that was um sparked by what Vivian had to say, which is uh people don't really understand like the full value of reference data sets.""]]"
2021_06_11_SLU_S12,new_idea,0,1.0,And that's actually that's maybe a a better way to phrase some of these things.,,,[],"[[1, ""And then if you start to have an ozone layer, you actually start to cut everything off below UV B, you know, UVA comes a little bit but not much.""], [2, ""And so the atmosphere is actually much better deterrent for high energy radiation getting to the ground as long as you don't destroy it, right?""]]"
2021_06_11_SLU_S12,new_idea,127,0.9990513513912448,"Um I also do a lot of work on stellar astrophysics, stellar structure and evolution and a lot of my research uh revolves around the understanding the connection between stars and planets.",123.0,"Everybody, I'm Dan.","[[125, ""Um I work on um I'm an observational astronomer.""], [126, ""I do exoplanet uh detection and characterization using transits and radial velocities.""]]","[[128, ""So how are stellar properties connected to exoplanet demographics and also do uh a bit of work on um galactic archaeology, galactic astronomy type stellar population type uh type work.""], [129, ""Everybody.""]]"
2021_06_11_SLU_S12,new_idea,412,0.9990321271470748,And then also try to figure out if you would like to be the reporter and a couple of people have done it already.,408.0,"Okay, I'll put my timer up.","[[410, ""Everybody, uh, write down what questions you have for the session, what you want to, uh, discuss.""], [411, ""So I'll give you about a minute.""]]","[[413, ""So there are only a couple of options in this group.""], [414, ""Think about if you want to report out.""]]"
2021_06_11_SLU_S12,reinforcement,183,0.0062296986579895,But uh it's a fascinating question.,179.0,But uh it's a fascinating question.,"[[181, ""I don't know.""], [182, ""I think one of the things that's very interesting there too is if you what what are the things that interest me too is if you imagine life in the ocean, life could adjust it's it's depth in the water depending on how much radiation you have until you start to radiate, you know, the ocean away then then it's going to be in trouble or it has an ice layer on top like Europa or uh anddus.""]]","[[184, ""Yeah, I had a really interesting discussion yesterday with uh Solange Duhamel and and she works in these like deep ocean environments like far away from the continents and was saying that life can like, you know, actually really easily do this sort of cycling and whether you'd imagine a scenario in which, you know, like the activity cycle of a star tied to like the cycling of life up and down in the ocean depth.""], [185, ""I think what what's really interesting in terms of historic what people have been doing, right?""]]"
2021_06_11_SLU_S12,reinforcement,182,0.0063154101371765,"I think one of the things that's very interesting there too is if you what what are the things that interest me too is if you imagine life in the ocean, life could adjust it's it's depth in the water depending on how much radiation you have until you start to radiate, you know, the ocean away then then it's going to be in trouble or it has an ice layer on top like Europa or uh anddus.",178.0,"I I think one of the things that's very interesting there too, if you what what are the things that interest me too is if you imagine life in the ocean, life could adjust it's it's depth in the water depending on how much radiation you have until you start to radiate, you know, the ocean away then then it's going to be in trouble or it has an ice layer on top like Europa or uh anddus.","[[180, ""I assume people are just taking a while coming back from the break and it'll be yeah.""], [181, ""I don't know.""]]","[[183, ""But uh it's a fascinating question.""], [184, ""Yeah, I had a really interesting discussion yesterday with uh Solange Duhamel and and she works in these like deep ocean environments like far away from the continents and was saying that life can like, you know, actually really easily do this sort of cycling and whether you'd imagine a scenario in which, you know, like the activity cycle of a star tied to like the cycling of life up and down in the ocean depth.""]]"
2021_06_11_SLU_S12,reinforcement,534,0.0064841508865356,"Yeah, that's really cool.",533.0,"Yeah, that's really cool.","[[532, ""And like I've been really interested in, you know, differences between like A type stars and later type stars because the A type stars are where we find all these giant directly image planets and they seem to have some slightly different disc properties like they hang on to gas for a lot longer and they have more massive discs and it seems like they might even have like different collisional properties and size distributions of bodies in their discs and so, you know, like the reach there would be to say, you know, I bet you could try and say something about like planet formation efficiency around different spectral type stars, you know, based on a variety of properties and my instinct is that there should be something there, but that we haven't gotten there yet.""], [533, ""Yeah, that's really cool.""]]","[[535, ""I did not actually know that either.""], [536, ""You know, do we have a late heavy bombardment impactors like that?""]]"
2021_05_21_ABI_S7,new_idea,0,1.0,Can I ask a question about the the transport phenomenon that you're interested in looking at inside the cilia?,,,[],"[[1, ""Is that motor based transport vesicular or free diffusion?""], [2, ""That might also be important for for the speed that you need to have in order to pick up the movement.""]]"
2021_05_21_ABI_S7,new_idea,367,0.9991102372878232,But the issue is then it's really computationally expensive to deconvolve into an image and resolution is only so so.,365.0,"Uh, could I ask Kristen, as we're getting uh close to finishing up, how do I put this into that the slide deck?","[[365, ""Uh, could I ask Kristen, as we're getting uh close to finishing up, how do I put this into that the slide deck?""], [366, ""What about um, uh, I used to do a little bit of light field microscopy where you put a lenslet array, uh, so that you can get kind of multiple views in the same camera frame.""]]","[[368, ""Yeah, I put that in.""], [369, ""I I agree.""]]"
2021_05_21_ABI_S7,new_idea,160,0.9990165787748992,"You can also do a port a less sophisticated version where you literally just use a couple cameras and displace where the image is being formed out of each of them, but this has some aberration cost.",158.0,There's there's multiple approaches.,"[[158, ""There's there's multiple approaches.""], [159, ""Um, the most rigorously optically corrected way would would sort of do it with some tricks in 4A space and then you would get different views on the same camera.""]]","[[161, ""And so there's a couple ways to do this.""], [162, ""Um, and so, you know, the simplest one to build is this one where you just displace a couple cheap cameras, you know, so that they're looking at different positions.""]]"
2021_05_21_ABI_S7,reinforcement,401,0.0080593228340148,100 hertz um is not out of reach of an SCM.,399.0,100 hertz um is not out of reach of an SCM.,"[[399, ""100 hertz um is not out of reach of an SCM.""], [400, ""So I mean with today's cameras like you know scientific cameras those frame rates are not out of reach, right?""]]","[[402, ""So, I mean, I guess just to give you an idea, right?""], [403, ""When we do high resolution imaging because we're using 100x objective, um our field of view is very limited, right?""]]"
2021_05_21_ABI_S7,reinforcement,400,0.0098599791526794,"So I mean with today's cameras like you know scientific cameras those frame rates are not out of reach, right?",398.0,"So I mean with today's cameras like you know scientific cameras those frame rates are not out of reach, right?","[[398, ""So I mean with today's cameras like you know scientific cameras those frame rates are not out of reach, right?""], [399, ""100 hertz um is not out of reach of an SCM.""]]","[[401, ""100 hertz um is not out of reach of an SCM.""], [402, ""So, I mean, I guess just to give you an idea, right?""]]"
2021_05_21_ABI_S7,reinforcement,251,0.011798083782196,"Great, thank you.",250.0,"Great, thank you.","[[249, ""Great, thank you very much.""], [250, ""Great, thank you.""]]","[[252, ""Great, thank you.""], [253, ""Great, thank you.""]]"
2021_04_22_MND_S8,new_idea,0,1.0,"I think that's a really good point about the the timing component and the I think for the microbiome field, one of the challenges is that the effects happen after such a long period of time.",,,[],"[[1, ""And if we're looking at even neurodegenerative diseases, it's I think that it's very restrictive to only look at the aging population for this because likely the effects of the microbiota will be happening over decades.""], [2, ""And so that presents a challenge, but also an opportunity to set up systems that will fund research that can really span an entire lifetime.""]]"
2021_04_22_MND_S8,new_idea,1,0.9988873412366956,"And if we're looking at even neurodegenerative diseases, it's I think that it's very restrictive to only look at the aging population for this because likely the effects of the microbiota will be happening over decades.",0.0,"I think that's a really good point about the the timing component and the I think for the microbiome field, one of the challenges is that the effects happen after such a long period of time.","[[0, ""I think that's a really good point about the the timing component and the I think for the microbiome field, one of the challenges is that the effects happen after such a long period of time.""]]","[[2, ""And so that presents a challenge, but also an opportunity to set up systems that will fund research that can really span an entire lifetime.""], [3, ""I understood the question is of finding molecules that are modified by the microbiota that ideally would influence the brain whether it's crossing the blood brain barrier and making it through and among those dead lists like there's things like GABA.""]]"
2021_04_22_MND_S8,new_idea,2,0.9988006950588896,"And so that presents a challenge, but also an opportunity to set up systems that will fund research that can really span an entire lifetime.",1.0,"And if we're looking at even neurodegenerative diseases, it's I think that it's very restrictive to only look at the aging population for this because likely the effects of the microbiota will be happening over decades.","[[0, ""I think that's a really good point about the the timing component and the I think for the microbiome field, one of the challenges is that the effects happen after such a long period of time.""], [1, ""And if we're looking at even neurodegenerative diseases, it's I think that it's very restrictive to only look at the aging population for this because likely the effects of the microbiota will be happening over decades.""]]","[[3, ""I understood the question is of finding molecules that are modified by the microbiota that ideally would influence the brain whether it's crossing the blood brain barrier and making it through and among those dead lists like there's things like GABA.""], [4, ""There's various other neurotransmitters that are modified and some of the things that we talked about during the talk like short chain fatty acids and bile acids are also kind of low hanging fruits.""]]"
2021_04_22_MND_S8,reinforcement,7,0.0215453505516052,I got it.,3.0,I understood the question is of finding molecules that are modified by the microbiota that ideally would influence the brain whether it's crossing the blood brain barrier and making it through and among those dead lists like there's things like GABA.,"[[5, ""and and also here, you know, the study design becomes really important, of course, because you you want to be following people for a really long time so that some of these microbiota effects can become evident.""], [6, ""Depression, right?""]]","[[8, ""Let me just also mention though, let's not totally focus on neurodegenerative diseases, right?""], [9, ""I mean, there's autism for little kids, there's addiction, there's um schizophrenia, there's there's all kinds of other mental health conditions that are not necessarily things that you have to wait uh the whole lifetime for.""]]"
2021_04_22_MND_S8,reinforcement,59,0.0277976393699646,I feel that we can apply the same approach to prioritize possible causal biomarkers for specific disease.,55.0,We can use that same approach and then screen through them to find the metabolite that are likely to be causal for a specific disease.,"[[57, ""That's what we do recently in the lab for COVID-19.""], [58, ""We go across a few thousand traits including biomarkers and identify the ones that are likely to be causal, increasing people's risk for severe COVID-19.""]]","[[60, ""And then we can flip that idea around.""], [61, ""If you have a specific biomarker like butyrate, what kind of disease is butyrate relevant with?""]]"
2021_04_22_MND_S8,reinforcement,53,0.1743103265762329,"So using genetic data, there's a possibility to test the possible causal relationship between one microbial biomarker and the disease.",52.0,"Like you use that genetic variant, you treat the metabolite and then you see if there's an impact on the disease.","[[51, ""So there's a method called Mendelian randomization, basically to use genetic variants from human host genetic variants that can control that biomarker and use that as a drug.""], [52, ""Like you use that genetic variant, you treat the metabolite and then you see if there's an impact on the disease.""]]","[[54, ""If we think about a bold suggestion is that we have many possible microbial biomarkers.""], [55, ""We can use that same approach and then screen through them to find the metabolite that are likely to be causal for a specific disease.""]]"
2021_04_23_MND_S3,new_idea,306,0.9991683164262212,We can see it in real time though on if we all have the Google Drive open in another browser tab so so we can watch it.,304.0,"Uh, yeah, yes.","[[304, ""Uh, yeah, yes.""], [305, ""Please do.""]]","[[307, ""Yeah, so I think at least in the case of Parkinson's disease, we're at least our group is leveraging a lot of the existing human data that's out there to understand those microbes that are most closely associated with the disease state.""], [308, ""And again, at least with Parkinson's disease, there's a a plethora now of of samples.""]]"
2021_04_23_MND_S3,new_idea,135,0.9991181907244028,"And there's also some really interesting um uh reverse projections from the NTS that go to the efferent arm of the Vegas too, which is another conversation for maybe later or or what have you.",132.0,There's there's a cool there's a great amount of projection actually I I'm fairly familiar with it because it's a research project I'm involved with.,"[[133, ""Yeah, but there's a good amount of projection because I wouldn't have been able to answer the question like a month ago.""], [134, ""Um there's a fair amount of projection coming from the NTS that goes up um parabrachial then then then up into, you know, areas, etc, etc. what you're saying.""]]","[[136, ""So.""], [137, ""Uh yeah, so so first and for I was going to say um so the idea of a of a of a microbe, you know, traveling um through through a cell or living in a cell is, you know, we we know this in in viruses obviously, right?""]]"
2021_04_23_MND_S3,new_idea,329,0.9990051889326425,And we also develop therapeutics targeting mitochondria.,324.0,"Okay, I can introduce myself.","[[327, ""Uh my lab studies mitochondria dysfunction in neurodegenerative disease uh like Alzheimer, Parkinson and Huntington disease.""], [328, ""We try to understand the molecular basis of mitochondria quality control uh in this across of neurodegeneration in neuronal cells and glial cells.""]]","[[330, ""Uh we use uh the all kinds of therapeutic approach to targeting mitochondria to uh to see if this is a uh the useful target for uh preventing the course of neurodegeneration.""], [331, ""Uh recently we started to look at the the role of mitochondria in the uh gut and the brain access, especially in the context of Alzheimer disease and the Parkinson disease.""]]"
2021_04_23_MND_S3,reinforcement,146,0.0064750909805297,That's a great question.,141.0,"Uh, so that's a good question.","[[144, ""Um and so I'm sure there's, you know, metabolites and and obviously other parts of of the bacteria like um the the cell wall that also directly interact with uh sensory neuron as well.""], [145, ""Uh but yeah, I don't know the answer to the question though.""]]","[[147, ""Which leads to really cool experiments where people.""], [148, ""Yeah, I'll go.""]]"
2021_04_23_MND_S3,reinforcement,346,0.0288102030754089,That is what we thought.,343.0,"Uh, our idea is that, you know, the the the patient actually carry the alpha synuclein they show higher level or they have the alpha synuclein mutation.","[[344, ""Uh, so this is the thing so we can really prevent.""], [345, ""However, uh, the gut microbiome or the stress from gut actually may form the inflammatory stress that actually track back to the brain which actually further uh stimulate alpha synuclein aggregation or toxicity.""]]","[[347, ""Uh, so we are still uh working on this part and say uh how the what to what extent the gut microbiome or the mitochondria in the gut uh gut system could actually enhance the alpha synuclein pathology in brain.""], [348, ""Uh, so we do see something but I I always say this is all be all about the combination.""]]"
2021_04_23_MND_S3,reinforcement,322,0.0316284298896789,"So it's not coming from the gut, um but it's another microbiome surface uh that that can directly at least shows as an example that that bacteria can can do this.",321.0,"So there's no there's no evidence to my knowledge of gut bacteria being viable and trafficking via these anatomical pathways to the brain, but I do think there's some experimental data at least from the oral or nasal microbiome showing that bacteria that are present at those epithelial surfaces uh can traffic across the the barrier and into the the brain and can actually be viable and live there.","[[320, ""period that can be taken up by those cells and that they can survive for at least 48 hours in a really small amount, but we haven't done any transfer experiments.""], [321, ""So there's no there's no evidence to my knowledge of gut bacteria being viable and trafficking via these anatomical pathways to the brain, but I do think there's some experimental data at least from the oral or nasal microbiome showing that bacteria that are present at those epithelial surfaces uh can traffic across the the barrier and into the the brain and can actually be viable and live there.""]]","[[323, ""Okay.""], [324, ""Okay, I can introduce myself.""]]"
2021_05_20_ABI_S4,new_idea,0,1.0,"Hi, I'm Alex.",,,[],"[[1, ""I'm at Texas A&M University and I do optical microscopy.""], [2, ""Mostly looking at label free stuff, so molecules that are already in your cells like NADH and FAD to study cellular metabolism.""]]"
2021_05_20_ABI_S4,new_idea,1,0.9990484733134508,I'm at Texas A&M University and I do optical microscopy.,0.0,"Hi, I'm Alex.","[[0, ""Hi, I'm Alex.""]]","[[2, ""Mostly looking at label free stuff, so molecules that are already in your cells like NADH and FAD to study cellular metabolism.""], [3, ""And we do that for a variety of applications including drug response in cancer and studying laser tissue interactions.""]]"
2021_05_20_ABI_S4,new_idea,161,0.9989919025683776,"But it there's also the more broader picture saying, well, my segment works depending on my final truth, which might be based on pathology.",160.0,"Well, maybe you use a dice coefficient or something like that.","[[159, ""And then you ask, well how do you evaluate it?""], [160, ""Well, maybe you use a dice coefficient or something like that.""]]","[[162, ""I think you're doing a great job here, Shannon.""], [163, ""Shannon, where do you see things can be move merged?""]]"
2021_05_20_ABI_S4,reinforcement,467,0.0064002275466918,"No, but like you basically we find like we have a still problem.",463.0,"No, but like you basically we find like we have a still problem.","[[465, ""So I'm just like, you know, running after radiologist and I tell them that, you know, if you want coffee, I bring you coffee and then when you are sitting in the reading room just please, you know, like let me come and then we go through some information.""], [466, ""But what you mentioned is just really the critical path for the success of what I'm doing is still I second Katie that is hard to get access.""]]","[[468, ""That's why I think that for example, if like funding agency they could recognize that and even in the hospital they could recognize that because sometimes I do work with a hospital that their main focus is not like research.""], [469, ""So I'm just like, you know, running after radiologist and I tell them that, you know, like let me come and then we go through some information.""]]"
2021_05_20_ABI_S4,reinforcement,468,0.0068463087081909,"That's why I think that for example, if like funding agency they could recognize that and even in the hospital they could recognize that because sometimes I do work with a hospital that their main focus is not like research.",464.0,"That's why I think that for example, if like funding agency they could recognize that and even in the hospital they could recognize that because sometimes I do work with a hospital that their main focus is not like research.","[[466, ""But what you mentioned is just really the critical path for the success of what I'm doing is still I second Katie that is hard to get access.""], [467, ""No, but like you basically we find like we have a still problem.""]]","[[469, ""So I'm just like, you know, running after radiologist and I tell them that, you know, like let me come and then we go through some information.""], [470, ""But what you mentioned is just really the critical path for the success of what I'm doing is still I second Katie that is hard to get access, but then like we have to.""]]"
2021_05_20_ABI_S4,reinforcement,469,0.0073338150978088,"So I'm just like, you know, running after radiologist and I tell them that, you know, like let me come and then we go through some information.",465.0,"So I'm just like, you know, running after radiologist and I tell them that, you know, if you want coffee, I bring you coffee and then when you are sitting in the reading room just please, you know, like let me come and then we go through some information.","[[467, ""No, but like you basically we find like we have a still problem.""], [468, ""That's why I think that for example, if like funding agency they could recognize that and even in the hospital they could recognize that because sometimes I do work with a hospital that their main focus is not like research.""]]","[[470, ""But what you mentioned is just really the critical path for the success of what I'm doing is still I second Katie that is hard to get access, but then like we have to.""], [471, ""We have to find a way to just get to that.""]]"
2021_05_20_ABI_S3,new_idea,0,1.0,"Dylan, your task is to have the right quarter cell at the right time.",,,[],"[[1, ""Guys.""], [2, ""to capture what it is you want to see.""]]"
