conference,session,center_time_sec,speaker,sent_time_sec,sentence,annotations,rx_decision,rx_assign,rx_summarize,decision_composite,rel_sec
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,917.7752808988764,And then they bend them and they put them together in in in the way they have.,"{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",False,True,False,False,-5.337078651685374
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,William Witola,917.8090909090909,"Uh because immune would be like you know, it can be vaccinated people or but here we're looking at, you know","[{'expand on existing idea': ""William is building on the previous discussion about the immune responses of initial human hosts by suggesting to specify it as innate responses, because 'immune' can include vaccinated people, while they are focusing on initial responses.""}, {'ask clarifying question': ""William is asking if they can specify 'immune responses' as 'innate responses' to clarify the type of immune response they are discussing.""}]",False,False,False,False,-5.303268641470936
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,918.7894736842104,"So so coming back to my question, is there a depository?","{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,-4.322885866351385
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Joyce Jose,920.358552631579,"Um I think intervention strategies uh if you want to identify them then you need to understand the pathogen and their differences and how they they change or their mutations, how they adapt to new host or um what are the molecular mechanisms?","[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,-2.753806918982832
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,923.1123595505618,"That doesn't mean that we need to be uh limited to that, although we do.","{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",True,True,False,True,0.0
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,William Witola,924.9501069137564,Like all pathogens that go into the cell and form a vacu around them are attacked pretty much in the same way by the host.,"[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,1.8377473631945804
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,925.0206766917292,Is there so so you you clearly present data that is out there for parasites focusing in this case on the host to to predict susceptibility.,"{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,1.9083171411674584
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Joyce Jose,927.0,"and then we can see them how they go together because we have fluorescently tagged the envelope protein or replication protein and we know organel markers to and see where they go, when they stop going, when you inhibit these and we have used inhibitors to see these um in I mean, I didn't think anybody was going to talk about cell biology, but that's what we do in a regular basis and I actually can when you use inhibitors, you can see them","[{'expand on existing idea': 'This sentence expands on the previous discussion about GTPases and their role in virus replication, adding details about how live cell imaging is used to visualize these processes with fluorescently tagged proteins and organelle markers.'}, {'explain or define term or concept': 'The speaker explains the process of using fluorescently tagged proteins and organelle markers in live cell imaging to visualize virus replication and the effects of inhibitors, providing clarity on their methodology.'}]",True,False,False,False,3.8876404494382086
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,929.8370786516854,Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.,"{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",False,True,False,False,6.724719101123583
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Kristin Koutmou,930.0,"Sure, so innate immune response.","[{'confirm decision': ""Kristin is confirming William's suggestion to specify 'immune responses' as 'innate immune response', finalizing the change to the notes.""}]",False,False,False,False,6.887640449438209
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,931.7312030075188,But are there are there databases there either for the parasites or for,"{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,8.618843456957052
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Kristin Koutmou,932.0,Seems reasonable.,"{'express agreement': ""Kristin Koutmou explicitly agrees with William Witola's suggestion to specify 'innate responses', confirming that it is a reasonable modification to the notes.""}",False,False,False,False,8.887640449438209
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Joyce Jose,933.6907894736842,So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.,"[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,10.578429923122371
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Wilfred van der Donk,934.5,"Yeah, go ahead, Kristen.","{'encourage participation': 'Wilfred encourages Kristen to speak, likely in response to a previous request or to continue a discussion.'}",False,False,False,False,11.387640449438209
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,William Witola,935.2562366357804,So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.,"[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,12.143877085218604
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,William Witola,935.5,Yeah.,"{'express agreement': ""William Witola says 'Yeah' in response to Wilfred van der Donk's question about whether there are databases for parasites or hosts to predict susceptibility, indicating agreement that such databases exist.""}",False,False,False,False,12.387640449438209
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,William Witola,940.071770334928,So the the kind of data we used was not that we got samples and sequenced these individuals.,"{'provide supporting evidence': ""William explains that they used existing databases to analyze sequences, providing evidence for the availability of such resources, which is in response to Wilfred's question about databases for predicting spillover."", 'expand on existing idea': 'William expands on the idea of using databases by explaining that the kind of data used depends on what you want to do and how it correlates to the populations that you want to deal with, building upon the previous discussion about identifying genetic markers for predicting spillover.'}",True,False,True,True,16.95941078436624
2021_10_01_MZT_S11,2021_10_01_MZT_S11,923.1123595505618,Danae Schulz,942.5277777777776,"Sorry, I was muted.","{'express agreement': ""Danae agrees with the suggestion to specify 'innate responses' instead of 'immune responses', confirming that the change is acceptable.""}",False,False,False,False,19.41541822721581
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,920.358552631579,"Um I think intervention strategies uh if you want to identify them then you need to understand the pathogen and their differences and how they they change or their mutations, how they adapt to new host or um what are the molecular mechanisms?","[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,-19.713217703349073
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,923.1123595505618,"That doesn't mean that we need to be uh limited to that, although we do.","{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",True,True,False,True,-16.95941078436624
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,924.9501069137564,Like all pathogens that go into the cell and form a vacu around them are attacked pretty much in the same way by the host.,"[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,-15.12166342117166
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,925.0206766917292,Is there so so you you clearly present data that is out there for parasites focusing in this case on the host to to predict susceptibility.,"{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,-15.051093643198785
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,927.0,"and then we can see them how they go together because we have fluorescently tagged the envelope protein or replication protein and we know organel markers to and see where they go, when they stop going, when you inhibit these and we have used inhibitors to see these um in I mean, I didn't think anybody was going to talk about cell biology, but that's what we do in a regular basis and I actually can when you use inhibitors, you can see them","[{'expand on existing idea': 'This sentence expands on the previous discussion about GTPases and their role in virus replication, adding details about how live cell imaging is used to visualize these processes with fluorescently tagged proteins and organelle markers.'}, {'explain or define term or concept': 'The speaker explains the process of using fluorescently tagged proteins and organelle markers in live cell imaging to visualize virus replication and the effects of inhibitors, providing clarity on their methodology.'}]",True,False,False,False,-13.071770334928033
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,929.8370786516854,Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.,"{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",False,True,False,False,-10.23469168324266
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Kristin Koutmou,930.0,"Sure, so innate immune response.","[{'confirm decision': ""Kristin is confirming William's suggestion to specify 'immune responses' as 'innate immune response', finalizing the change to the notes.""}]",False,False,False,False,-10.071770334928033
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,931.7312030075188,But are there are there databases there either for the parasites or for,"{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,-8.34056732740919
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Kristin Koutmou,932.0,Seems reasonable.,"{'express agreement': ""Kristin Koutmou explicitly agrees with William Witola's suggestion to specify 'innate responses', confirming that it is a reasonable modification to the notes.""}",False,False,False,False,-8.071770334928033
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,933.6907894736842,So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.,"[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,-6.38098086124387
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,934.5,"Yeah, go ahead, Kristen.","{'encourage participation': 'Wilfred encourages Kristen to speak, likely in response to a previous request or to continue a discussion.'}",False,False,False,False,-5.571770334928033
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,935.2562366357804,So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.,"[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,-4.815533699147636
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,935.5,Yeah.,"{'express agreement': ""William Witola says 'Yeah' in response to Wilfred van der Donk's question about whether there are databases for parasites or hosts to predict susceptibility, indicating agreement that such databases exist.""}",False,False,False,False,-4.571770334928033
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,940.071770334928,So the the kind of data we used was not that we got samples and sequenced these individuals.,"{'provide supporting evidence': ""William explains that they used existing databases to analyze sequences, providing evidence for the availability of such resources, which is in response to Wilfred's question about databases for predicting spillover."", 'expand on existing idea': 'William expands on the idea of using databases by explaining that the kind of data used depends on what you want to do and how it correlates to the populations that you want to deal with, building upon the previous discussion about identifying genetic markers for predicting spillover.'}",True,False,True,True,0.0
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Danae Schulz,942.5277777777776,"Sorry, I was muted.","{'express agreement': ""Danae agrees with the suggestion to specify 'innate responses' instead of 'immune responses', confirming that the change is acceptable.""}",False,False,False,False,2.456007442849568
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Danae Schulz,943.5277777777778,"Yes, that's fine.","{'express agreement': ""Danae agrees with the suggestion to specify 'innate responses' instead of 'immune responses', confirming that the change is acceptable.""}",False,False,False,False,3.4560074428497956
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,944.5588235294118,"you know, virus replication stopping or where is budding stopping for example for Zika virus.","[{'expand on existing idea': ""Joyce is expanding on the discussion about GTPases and virus replication by describing how live cell imaging with fluorescent viruses can be used to study virus replication and budding, building on Dana's mention of GTPases' role in virus replication.""}]",False,False,False,False,4.487053194483792
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Kristin Koutmou,945.25,Okay.,"[{'ask clarifying question': 'Kristin is asking if there are any topics that the group discussed that are not currently included in the notes, seeking to ensure a comprehensive summary of the discussion.'}]",False,False,True,False,5.178229665071967
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,946.3322368421052,"To understand that you have to have proper genetic tools to manipulate the virus genomes and you know, instead of see what happens and and then uh identify new targets and that's where it should be we should be going with.","[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,6.260466507177171
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Kristin Koutmou,948.8,Are is there anything yeah that we discussed that is not on there?,"[{'ask clarifying question': 'Kristin is asking if there are any topics that the group discussed that are not currently included in the notes, seeking to ensure a comprehensive summary of the discussion.'}]",True,False,True,True,8.728229665071922
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,950.6507483962936,"So if if it those path if a group of pathogens that are completely different but they have similar characteristics, the host do have pretty much the same mechanism of attacking whether it's a virus, bacteria or a parasite or whatever it is.","[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,10.578978061365548
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,William Witola,950.9593301435408,"So we just went into a database that was created for some other purposes, but we were able to identify those individuals and then analyze their sequences.","{'provide supporting evidence': ""William explains that they used existing databases to analyze sequences, providing evidence for the availability of such resources, which is in response to Wilfred's question about databases for predicting spillover."", 'expand on existing idea': 'William expands on the idea of using databases by explaining that the kind of data used depends on what you want to do and how it correlates to the populations that you want to deal with, building upon the previous discussion about identifying genetic markers for predicting spillover.'}",False,False,True,False,10.887559808612764
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Joyce Jose,954.5588235294116,"Um yeah, that's a tool that we can use to study these things to pinpoint exactly when and where they stop um in","[{'expand on existing idea': ""Joyce is expanding on the discussion about GTPases and virus replication by describing how live cell imaging with fluorescent viruses can be used to study virus replication and budding, building on Dana's mention of GTPases' role in virus replication.""}]",True,False,False,False,14.487053194483565
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Wilfred van der Donk,955.119170984456,"Yeah, we get our 10 minutes warning.","[{'assign task': ""Wilfred assigns the task of answering Kristen's question to two more people before asking Kristen to share her screen.""}, {'encourage participation': ""Wilfred is encouraging Dana to participate by answering Kristen's question.""}]",False,True,False,False,15.047400649527958
2021_10_01_MZT_S11,2021_10_01_MZT_S11,940.071770334928,Kristin Koutmou,957.05,"And did we want to include um the environmentally yeah, because I think we talked about that a bit.","[{'ask clarifying question': 'Kristin is asking if there are any topics that the group discussed that are not currently included in the notes, seeking to ensure a comprehensive summary of the discussion.'}]",False,False,True,False,16.97822966507192
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Wilfred van der Donk,929.8370786516854,Kristen does have to report to the entire group about what we talked about with respect to biochemistry and genetics.,"{'explain or define term or concept': 'He is explaining how the resource corporation came up with the prompts.', 'assign task': 'He is assigning Kristen the task of reporting to the entire group about what they talked about.'}",False,True,False,False,-18.96292134831458
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Kristin Koutmou,930.0,"Sure, so innate immune response.","[{'confirm decision': ""Kristin is confirming William's suggestion to specify 'immune responses' as 'innate immune response', finalizing the change to the notes.""}]",False,False,False,False,-18.799999999999955
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Wilfred van der Donk,931.7312030075188,But are there are there databases there either for the parasites or for,"{'ask clarifying question': ""Wilfred is asking if there are databases that focus on predicting susceptibility to parasites based on host or parasite genetics, following up on William's presentation of data on toxoplasma susceptibility in different hosts.""}",False,False,False,False,-17.06879699248111
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Kristin Koutmou,932.0,Seems reasonable.,"{'express agreement': ""Kristin Koutmou explicitly agrees with William Witola's suggestion to specify 'innate responses', confirming that it is a reasonable modification to the notes.""}",False,False,False,False,-16.799999999999955
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Joyce Jose,933.6907894736842,So is it receptor new receptor identifying or something uh after going in it's targeting some other signaling cascade or uh something like that.,"[{'present new idea': 'The speaker introduces the idea of focusing on intervention strategies by understanding pathogen differences, mutations, and adaptation mechanisms to new hosts, which is a novel suggestion in the context of the discussion.'}, {'expand on existing idea': 'The speaker expands on the idea of understanding pathogen adaptation by suggesting specific molecular mechanisms like receptor identification or targeting signaling cascades, building upon the general discussion of genetics and biochemistry.'}, {'propose decision': 'The speaker proposes that the group should focus on identifying new targets by using genetic tools to manipulate virus genomes and observe the effects, suggesting a direction for future research.'}]",False,False,False,False,-15.109210526315792
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Wilfred van der Donk,934.5,"Yeah, go ahead, Kristen.","{'encourage participation': 'Wilfred encourages Kristen to speak, likely in response to a previous request or to continue a discussion.'}",False,False,False,False,-14.299999999999956
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,William Witola,935.2562366357804,So it's basically dependent on how does the pathogen invade the host and how does it uh protect itself from the host.,"[{'ask clarifying question': 'William is asking if susceptibility to one virus implies susceptibility to others, seeking clarification on the generalizability of susceptibility features across different pathogens, building on the discussion about host genetics and pathogen spillover.'}, {'expand on existing idea': ""William expands on the idea of host susceptibility by providing the example of toxoplasma and how the host's mechanisms to counteract it are similar to those used against other intracellular pathogens like tuberculosis, building on the discussion about host genetics and pathogen spillover.""}]",False,False,False,False,-13.543763364219558
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,William Witola,935.5,Yeah.,"{'express agreement': ""William Witola says 'Yeah' in response to Wilfred van der Donk's question about whether there are databases for parasites or hosts to predict susceptibility, indicating agreement that such databases exist.""}",False,False,False,False,-13.299999999999956
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,William Witola,940.071770334928,So the the kind of data we used was not that we got samples and sequenced these individuals.,"{'provide supporting evidence': ""William explains that they used existing databases to analyze sequences, providing evidence for the availability of such resources, which is in response to Wilfred's question about databases for predicting spillover."", 'expand on existing idea': 'William expands on the idea of using databases by explaining that the kind of data used depends on what you want to do and how it correlates to the populations that you want to deal with, building upon the previous discussion about identifying genetic markers for predicting spillover.'}",True,False,True,True,-8.728229665071922
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Danae Schulz,942.5277777777776,"Sorry, I was muted.","{'express agreement': ""Danae agrees with the suggestion to specify 'innate responses' instead of 'immune responses', confirming that the change is acceptable.""}",False,False,False,False,-6.272222222222354
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Danae Schulz,943.5277777777778,"Yes, that's fine.","{'express agreement': ""Danae agrees with the suggestion to specify 'innate responses' instead of 'immune responses', confirming that the change is acceptable.""}",False,False,False,False,-5.272222222222126
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Joyce Jose,944.5588235294118,"you know, virus replication stopping or where is budding stopping for example for Zika virus.","[{'expand on existing idea': ""Joyce is expanding on the discussion about GTPases and virus replication by describing how live cell imaging with fluorescent viruses can be used to study virus replication and budding, building on Dana's mention of GTPases' role in virus replication.""}]",False,False,False,False,-4.24117647058813
2021_10_01_MZT_S11,2021_10_01_MZT_S11,948.8,Kristin Koutmou,945.25,Okay.,"[{'ask clarifying question': 'Kristin is asking if there are any topics that the group discussed that are not currently included in the notes, seeking to ensure a comprehensive summary of the discussion.'}]",False,False,True,False,-3.5499999999999545
